Name,Value,Timestamp,Step
"accuracy",0.49333333333333335,1749936357927,1
"f1_score",0.4892207792207792,1749936357927,1
"precision",0.48947749739055685,1749936357927,1
"recall",0.49333333333333335,1749936357927,1
